carAge;dureeGarantie;kilometrage;marqueModele;prixTtc;puissanceFiscale;tauxCo2;typeEnergie;dureeTotale;valeurRachat
7;17;7;35;27000.0;6;139;3;60.0;12056.57
7;17;8;35;27000.0;6;139;3;60.0;12056.57
7;17;5;35;27000.0;6;139;3;60.0;12056.57
7;18;508;42;19860.0;4;105;7;60.0;7337.48
10;15;7;35;26700.0;8;157;1;60.0;11065.52
10;15;9;35;24300.0;7;141;1;60.0;10542.29
7;17;5;35;27000.0;6;139;3;60.0;12056.57
10;15;6;35;24300.0;7;141;1;60.0;10542.29
10;15;8;35;26700.0;8;157;1;60.0;11065.52
7;17;7;35;27000.0;6;139;3;60.0;12056.57
7;17;7;35;27000.0;6;139;3;60.0;12056.57
7;17;5;35;27000.0;6;139;3;60.0;12056.57
6;19;6;35;23500.0;6;127;3;60.0;10349.39
7;17;5;35;27000.0;6;139;3;60.0;12056.57
6;19;8;35;23500.0;6;127;3;60.0;10349.39
7;17;5;35;27000.0;6;139;3;60.0;12056.57
10;15;6;54;39060.0;7;41;7;60.0;14674.85
6;19;2;76;27860.0;7;123;1;60.0;9592.23
33;0;58135;75;22360.0;7;136;3;48.0;9018.66
11;14;7;74;29060.0;7;130;1;60.0;8217.27
5;19;8;48;29860.0;6;121;7;60.0;10042.01
7;18;11;44;18660.0;5;128;3;60.0;7117.84
6;18;2;73;19860.0;5;106;3;60.0;7900.06
6;19;2;76;27860.0;7;123;1;60.0;9592.23
11;26;6;69;31560.0;7;143;7;60.0;12589.09
10;15;5;54;39060.0;7;41;7;60.0;14674.85
10;15;4;54;39060.0;7;41;7;60.0;14674.85
6;19;2;76;27260.0;6;116;3;60.0;10402.72
6;19;2;76;27460.0;6;116;3;60.0;10402.72
11;14;10;76;30660.0;7;123;1;60.0;9164.79
6;19;2;76;26860.0;6;118;3;60.0;9801.74
5;20;2;73;19860.0;5;106;3;60.0;7871.42
6;19;2;73;19860.0;5;106;3;60.0;7900.06
9;15;5;54;39060.0;7;41;7;60.0;14839.92
5;19;11;48;29860.0;6;121;7;60.0;10042.01
9;15;8;74;29060.0;7;130;1;60.0;8434.37
10;15;4;54;39060.0;7;41;7;60.0;14674.85
10;15;4;54;39060.0;7;41;7;60.0;14674.85
9;15;6;54;39060.0;7;41;7;60.0;14839.91
5;19;2;76;27860.0;7;123;1;60.0;11484.31
10;15;2;76;29960.0;7;123;1;60.0;9250.28
6;18;3;75;46460.0;11;29;7;60.0;18241.61
6;19;2;76;27260.0;6;118;3;60.0;9801.74
10;15;8;74;29060.0;7;130;1;60.0;8326.71
6;19;2;76;26860.0;6;118;3;60.0;9801.74
6;18;2;73;20260.0;5;106;3;60.0;8059.18
10;15;3;76;29960.0;7;123;1;60.0;9250.28
12;13;6;54;40060.0;7;41;7;60.0;14403.62
9;16;14;44;18860.0;5;128;3;60.0;6989.96
5;19;11;48;29860.0;6;121;7;60.0;10042.01
7;18;8;44;18660.0;5;128;3;60.0;7117.84
4;20;13;48;29860.0;6;121;7;60.0;10145.03
7;18;11;44;18660.0;5;128;3;60.0;7117.84
7;18;8;44;18660.0;5;128;3;60.0;7117.84
7;18;8;44;18660.0;5;128;3;60.0;7117.84
4;21;508;42;19860.0;4;105;7;60.0;7554.63
4;21;504;42;19860.0;4;105;7;60.0;7554.63
16;9;16111;40;52860.0;11;27;7;60.0;24147.52
9;16;7;44;18860.0;5;128;3;60.0;6989.96
7;18;10;44;18660.0;5;128;3;60.0;7117.84
9;16;8;44;18860.0;5;128;3;60.0;6989.96
4;21;14;48;29860.0;6;121;7;60.0;10145.03
4;21;48;47;40860.0;8;23;7;60.0;20329.39
8;17;10;44;18860.0;5;128;3;60.0;7050.7
9;16;7;44;18860.0;5;128;3;60.0;6989.96
7;18;6;44;18660.0;5;128;3;60.0;7117.84
7;18;7;44;19260.0;5;128;3;60.0;7117.84
7;18;7;44;18660.0;5;128;3;60.0;7117.84
8;17;10;44;18260.0;5;128;3;60.0;6946.58
2;23;6;30;37020.0;7;242;3;60.0;14053.48
6;19;10;35;23500.0;6;127;3;60.0;10349.39
6;19;8;35;23500.0;6;127;3;60.0;10349.39
6;19;6;29;42860.0;10;29;7;60.0;19816.72
5;19;2;29;43360.0;10;29;7;60.0;19913.02
4;21;2;29;35860.0;7;149;1;60.0;14966.03
3;22;1;29;34860.0;7;145;3;60.0;14749.41
5;20;8;29;35860.0;7;130;3;60.0;14104.74
21;4;14615;120;24000.0;5;118;1;60.0;8194.75
3;22;4;29;35860.0;7;145;3;60.0;15172.52
4;21;1;29;34860.0;7;130;3;60.0;13626.99
3;22;1;29;34860.0;7;145;3;60.0;14749.41
3;22;1;29;34860.0;7;130;3;60.0;13630.17
3;22;1;29;34860.0;7;130;3;60.0;13630.17
3;22;2;29;34860.0;7;130;3;60.0;12981.11
5;20;3;29;42860.0;10;29;7;60.0;19683.39
5;19;2;29;43360.0;10;29;7;60.0;18964.78
5;20;2;29;36860.0;7;145;3;60.0;15841.99
4;21;1;29;34860.0;7;145;3;60.0;14752.94
5;20;2;29;42860.0;10;29;7;60.0;19683.39
3;22;1;29;34860.0;7;130;3;60.0;13630.17
4;21;3;29;36860.0;7;130;3;60.0;14408.8
6;19;10;29;36860.0;7;130;3;60.0;14405.87
5;20;4;29;34860.0;7;145;3;60.0;14847.45
3;22;1;29;34860.0;7;130;3;60.0;13630.17
6;19;10;29;36860.0;7;130;3;60.0;14405.87
21;4;12243;72;20790.0;6;114;3;60.0;8105.42
11;14;9571;37;16490.0;5;127;1;60.0;7134.76
5;19;2;23;32860.0;7;142;3;60.0;11757.98
5;20;10;93;31860.0;8;131;7;60.0;16207.09
4;21;16;93;34360.0;5;30;7;60.0;19461.13
3;33;5;114;36860.0;8;120;6;60.0;16157.56
5;19;2;29;43360.0;10;29;7;60.0;19913.02
22;3;21755;29;24860.0;7;139;1;60.0;9027.86
3;21;10;11;57400.0;20;183;1;60.0;24383.86
27;0;41892;93;18990.0;6;125;3;54.0;8233.13
4;21;2;81;33360.0;7;130;3;60.0;14212.92
11;14;10;80;26990.0;7;120;1;60.0;9743.11
9;16;16;44;18860.0;5;128;3;60.0;6989.96
10;15;10;36;23490.0;6;130;3;60.0;10604.03
39;0;9037;78;12490.0;3;85;1;42.0;4011.4
18;7;3;85;41760.0;10;140;1;60.0;12715.03
8;17;10;26;28490.0;7;145;1;60.0;9497.83
8;17;9;44;18260.0;5;128;3;60.0;6946.58
38;0;35175;25;15244.0;4;129;1;42.0;6278.23
20;4;11856;79;29744.0;7;125;1;60.0;9006.86
